,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
9021,19.0,0.0,450200.0,1.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,30.0,0.0,<=50K
9022,50.0,1.0,279129.0,10.0,14.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
9023,42.0,0.0,242619.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
9024,18.0,2.0,357223.0,12.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,<=50K
9025,38.0,0.0,206951.0,1.0,10.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9026,67.0,0.0,70737.0,7.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,32.0,0.0,<=50K
9027,55.0,0.0,200939.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,48.0,0.0,>50K
9028,46.0,2.0,192128.0,4.0,15.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9029,31.0,0.0,188798.0,10.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,>50K
9030,23.0,,202920.0,5.0,12.0,2.0,,1.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
9031,30.0,0.0,205407.0,3.0,9.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9032,23.0,,24008.0,1.0,10.0,2.0,,1.0,0.0,1.0,0.0,1719.0,40.0,0.0,<=50K
9033,52.0,0.0,172962.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9034,63.0,4.0,83791.0,3.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,<=50K
9035,69.0,0.0,304838.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,28.0,0.0,<=50K
9036,40.0,0.0,165858.0,5.0,12.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,80.0,0.0,>50K
9037,33.0,0.0,110592.0,9.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9038,81.0,0.0,164416.0,4.0,15.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9039,71.0,0.0,345339.0,6.0,11.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,28.0,0.0,<=50K
9040,26.0,0.0,129806.0,12.0,6.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9041,51.0,4.0,205100.0,10.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,>50K
9042,26.0,4.0,250551.0,3.0,9.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
9043,56.0,1.0,285832.0,10.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,<=50K
9044,18.0,0.0,338717.0,2.0,7.0,2.0,6.0,3.0,3.0,1.0,0.0,0.0,25.0,0.0,<=50K
9045,43.0,5.0,187802.0,1.0,10.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,37.0,0.0,<=50K
9046,46.0,0.0,215895.0,10.0,14.0,2.0,4.0,3.0,0.0,1.0,4787.0,0.0,60.0,0.0,>50K
9047,30.0,0.0,100135.0,0.0,13.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9048,34.0,0.0,137616.0,7.0,5.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,35.0,0.0,<=50K
9049,36.0,0.0,341672.0,3.0,9.0,5.0,8.0,4.0,1.0,1.0,0.0,0.0,60.0,7.0,<=50K
9050,44.0,0.0,322044.0,1.0,10.0,1.0,7.0,1.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
9051,38.0,0.0,149347.0,1.0,10.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,48.0,0.0,<=50K
9052,43.0,1.0,293809.0,4.0,15.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
9053,46.0,4.0,93639.0,0.0,13.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9054,22.0,,166297.0,1.0,10.0,2.0,,1.0,1.0,1.0,0.0,0.0,20.0,0.0,<=50K
9055,61.0,0.0,167840.0,3.0,9.0,0.0,6.0,2.0,0.0,1.0,0.0,2002.0,38.0,0.0,<=50K
9056,31.0,0.0,180656.0,0.0,13.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,40.0,,<=50K
9057,41.0,1.0,197176.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9058,25.0,0.0,207965.0,0.0,13.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,60.0,0.0,<=50K
9059,34.0,3.0,23940.0,1.0,10.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,40.0,0.0,<=50K
9060,39.0,0.0,67433.0,6.0,11.0,2.0,5.0,3.0,0.0,0.0,4650.0,0.0,32.0,0.0,<=50K
9061,20.0,0.0,190916.0,3.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9062,45.0,0.0,235892.0,1.0,10.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,32.0,0.0,<=50K
9063,18.0,0.0,240767.0,3.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
9064,27.0,0.0,194515.0,1.0,10.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,37.0,0.0,<=50K
9065,33.0,0.0,156464.0,12.0,6.0,2.0,9.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9066,42.0,0.0,117728.0,3.0,9.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9067,49.0,2.0,195727.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9068,36.0,0.0,133454.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9069,28.0,0.0,191177.0,6.0,11.0,1.0,5.0,5.0,0.0,0.0,0.0,1726.0,40.0,0.0,<=50K
9070,56.0,5.0,71075.0,5.0,12.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
9071,18.0,0.0,233740.0,2.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,<=50K
9072,65.0,0.0,185455.0,1.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9073,17.0,0.0,141445.0,12.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,30.0,0.0,<=50K
9074,27.0,0.0,131712.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,1485.0,50.0,0.0,>50K
9075,23.0,0.0,210338.0,0.0,13.0,2.0,8.0,1.0,4.0,0.0,0.0,0.0,30.0,0.0,<=50K
9076,39.0,0.0,465334.0,2.0,7.0,1.0,9.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,<=50K
9077,46.0,0.0,168069.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
9078,32.0,0.0,80557.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,70.0,0.0,<=50K
9079,34.0,0.0,110622.0,0.0,13.0,2.0,8.0,5.0,1.0,0.0,0.0,0.0,40.0,15.0,<=50K
9080,26.0,0.0,40255.0,6.0,11.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9081,80.0,,402748.0,3.0,9.0,4.0,,3.0,0.0,0.0,0.0,0.0,14.0,4.0,<=50K
9082,61.0,0.0,97030.0,12.0,6.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,<=50K
9083,19.0,,39477.0,1.0,10.0,2.0,,4.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9084,31.0,1.0,152351.0,6.0,11.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,48.0,0.0,<=50K
9085,56.0,3.0,229939.0,3.0,9.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9086,23.0,0.0,131230.0,3.0,9.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
9087,48.0,0.0,182211.0,1.0,10.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
9088,73.0,0.0,57435.0,1.0,10.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,20.0,0.0,>50K
9089,29.0,,225654.0,3.0,9.0,2.0,,3.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
9090,28.0,0.0,252424.0,6.0,11.0,2.0,10.0,1.0,4.0,1.0,0.0,0.0,40.0,1.0,<=50K
9091,48.0,,155509.0,2.0,7.0,1.0,,5.0,4.0,0.0,0.0,0.0,10.0,28.0,<=50K
9092,41.0,0.0,29591.0,6.0,11.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,42.0,0.0,<=50K
9093,28.0,0.0,101774.0,1.0,10.0,0.0,4.0,2.0,0.0,1.0,0.0,1848.0,50.0,0.0,>50K
9094,37.0,4.0,74194.0,6.0,11.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
9095,20.0,0.0,171156.0,1.0,10.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,35.0,0.0,<=50K
9096,45.0,0.0,145637.0,6.0,11.0,2.0,3.0,3.0,0.0,0.0,14344.0,0.0,48.0,0.0,>50K
9097,34.0,0.0,172714.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9098,72.0,0.0,188528.0,6.0,11.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,45.0,4.0,>50K
9099,54.0,3.0,89705.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9100,24.0,0.0,165107.0,0.0,13.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9101,23.0,0.0,347873.0,5.0,12.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,30.0,19.0,<=50K
9102,21.0,,298342.0,1.0,10.0,2.0,,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9103,49.0,4.0,53482.0,1.0,10.0,1.0,8.0,5.0,4.0,0.0,0.0,0.0,40.0,0.0,<=50K
9104,45.0,0.0,162958.0,3.0,9.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,<=50K
9105,41.0,1.0,366483.0,3.0,9.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,36.0,20.0,<=50K
9106,51.0,3.0,335481.0,1.0,10.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,40.0,0.0,>50K
9107,40.0,0.0,197609.0,1.0,10.0,2.0,4.0,3.0,0.0,0.0,0.0,1340.0,40.0,0.0,<=50K
9108,29.0,5.0,160731.0,10.0,14.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0,5.0,<=50K
9109,26.0,0.0,210848.0,7.0,5.0,0.0,1.0,2.0,0.0,1.0,2635.0,0.0,35.0,20.0,<=50K
9110,59.0,0.0,196126.0,2.0,7.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9111,36.0,0.0,201519.0,1.0,10.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9112,48.0,4.0,121124.0,0.0,13.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,55.0,0.0,>50K
9113,22.0,5.0,203518.0,1.0,10.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,<=50K
9114,52.0,0.0,254230.0,7.0,5.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9115,39.0,0.0,136531.0,3.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,47.0,0.0,<=50K
9116,25.0,0.0,108505.0,3.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9117,37.0,1.0,31095.0,6.0,11.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,60.0,0.0,>50K
9118,37.0,0.0,149347.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9119,33.0,1.0,188246.0,0.0,13.0,1.0,1.0,3.0,0.0,1.0,0.0,1590.0,60.0,0.0,<=50K
9120,48.0,5.0,185859.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,38.0,0.0,>50K
9121,29.0,0.0,227879.0,6.0,11.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9122,59.0,0.0,75541.0,3.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9123,48.0,0.0,99385.0,3.0,9.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9124,49.0,0.0,403061.0,11.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,40.0,20.0,<=50K
9125,23.0,5.0,82067.0,6.0,11.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9126,26.0,0.0,140434.0,1.0,10.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
9127,34.0,0.0,159268.0,3.0,9.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9128,20.0,,162945.0,1.0,10.0,2.0,,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9129,39.0,0.0,365430.0,3.0,9.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9130,50.0,1.0,163678.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9131,54.0,0.0,230919.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,7688.0,0.0,60.0,0.0,>50K
9132,37.0,0.0,112264.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9133,34.0,1.0,192900.0,1.0,10.0,2.0,9.0,3.0,0.0,1.0,0.0,0.0,35.0,0.0,<=50K
9134,23.0,0.0,355856.0,0.0,13.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,20.0,0.0,<=50K
9135,20.0,,156916.0,1.0,10.0,2.0,,1.0,4.0,0.0,0.0,0.0,40.0,0.0,<=50K
9136,37.0,0.0,172927.0,1.0,10.0,1.0,10.0,3.0,0.0,1.0,0.0,1741.0,70.0,0.0,<=50K
9137,19.0,,170125.0,1.0,10.0,2.0,,1.0,0.0,1.0,0.0,0.0,25.0,0.0,<=50K
9138,35.0,0.0,305379.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,1887.0,50.0,0.0,>50K
9139,24.0,0.0,206974.0,0.0,13.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9140,23.0,3.0,482096.0,5.0,12.0,2.0,8.0,1.0,4.0,1.0,0.0,0.0,20.0,0.0,<=50K
9141,23.0,4.0,267843.0,0.0,13.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,32.0,0.0,<=50K
9142,27.0,0.0,173927.0,1.0,10.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,32.0,18.0,<=50K
9143,25.0,0.0,225865.0,3.0,9.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,50.0,0.0,<=50K
9144,27.0,5.0,261278.0,4.0,15.0,2.0,5.0,3.0,4.0,0.0,0.0,0.0,80.0,,<=50K
9145,68.0,,180082.0,3.0,9.0,0.0,,2.0,0.0,1.0,0.0,0.0,23.0,0.0,<=50K
9146,45.0,0.0,115187.0,6.0,11.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9147,55.0,0.0,451603.0,1.0,10.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9148,46.0,0.0,145041.0,0.0,13.0,1.0,7.0,4.0,0.0,1.0,0.0,2258.0,50.0,24.0,<=50K
9149,31.0,1.0,132705.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9150,33.0,4.0,177695.0,3.0,9.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,40.0,0.0,<=50K
9151,40.0,0.0,197033.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9152,23.0,0.0,307267.0,10.0,14.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,<=50K
9153,39.0,1.0,341643.0,3.0,9.0,3.0,1.0,3.0,0.0,1.0,0.0,1669.0,50.0,0.0,<=50K
9154,32.0,0.0,256362.0,3.0,9.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9155,55.0,1.0,153484.0,1.0,10.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9156,46.0,3.0,308077.0,1.0,10.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,50.0,0.0,<=50K
9157,29.0,0.0,156266.0,5.0,12.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,25.0,0.0,<=50K
9158,49.0,2.0,106634.0,10.0,14.0,2.0,4.0,3.0,0.0,0.0,27828.0,0.0,35.0,0.0,>50K
9159,59.0,0.0,198435.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9160,30.0,0.0,37210.0,6.0,11.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9161,47.0,0.0,237914.0,3.0,9.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9162,58.0,0.0,186106.0,8.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9163,58.0,0.0,236731.0,11.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,40.0,12.0,<=50K
9164,20.0,2.0,465725.0,3.0,9.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,<=50K
9165,43.0,0.0,343121.0,1.0,10.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
9166,19.0,0.0,298435.0,1.0,10.0,2.0,8.0,1.0,0.0,0.0,0.0,2001.0,40.0,12.0,<=50K
9167,40.0,5.0,255824.0,10.0,14.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9168,23.0,4.0,255252.0,1.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
9169,61.0,0.0,184167.0,9.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,<=50K
9170,54.0,0.0,145419.0,0.0,13.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,60.0,0.0,>50K
9171,32.0,0.0,87310.0,10.0,14.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,60.0,0.0,>50K
9172,25.0,1.0,55048.0,3.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,36.0,0.0,<=50K
9173,30.0,0.0,104052.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,42.0,0.0,<=50K
9174,19.0,0.0,41163.0,3.0,9.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,38.0,0.0,<=50K
9175,23.0,,502633.0,0.0,13.0,0.0,,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9176,65.0,0.0,176279.0,6.0,11.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,35.0,0.0,<=50K
9177,25.0,0.0,279833.0,0.0,13.0,2.0,3.0,3.0,0.0,1.0,0.0,1590.0,44.0,0.0,<=50K
9178,21.0,0.0,254351.0,3.0,9.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,35.0,0.0,<=50K
9179,48.0,0.0,284916.0,7.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,40.0,,<=50K
9180,23.0,1.0,188925.0,3.0,9.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9181,24.0,0.0,180954.0,1.0,10.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9182,30.0,0.0,108023.0,0.0,13.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,60.0,0.0,<=50K
9183,31.0,0.0,197058.0,10.0,14.0,2.0,5.0,3.0,0.0,0.0,2597.0,0.0,45.0,0.0,<=50K
9184,58.0,0.0,100303.0,9.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9185,33.0,0.0,473133.0,13.0,16.0,0.0,5.0,2.0,0.0,1.0,15024.0,0.0,50.0,0.0,>50K
9186,32.0,5.0,27051.0,0.0,13.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,52.0,0.0,>50K
9187,29.0,0.0,163708.0,0.0,13.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,>50K
9188,61.0,0.0,52765.0,3.0,9.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,99.0,0.0,<=50K
9189,43.0,2.0,84924.0,1.0,10.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,44.0,0.0,>50K
9190,38.0,0.0,181705.0,6.0,11.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9191,17.0,0.0,52012.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,<=50K
9192,36.0,0.0,167691.0,1.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,>50K
9193,45.0,3.0,182470.0,1.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
9194,62.0,0.0,200834.0,10.0,14.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,55.0,0.0,<=50K
9195,46.0,5.0,76075.0,6.0,11.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,<=50K
9196,42.0,1.0,200574.0,4.0,15.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,38.0,0.0,<=50K
9197,31.0,0.0,29144.0,1.0,10.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9198,42.0,1.0,34722.0,5.0,12.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9199,37.0,0.0,177907.0,0.0,13.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,40.0,,>50K
9200,51.0,0.0,238481.0,3.0,9.0,0.0,6.0,2.0,0.0,1.0,0.0,1902.0,42.0,0.0,>50K
9201,45.0,0.0,182541.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9202,73.0,3.0,142426.0,3.0,9.0,1.0,8.0,3.0,0.0,0.0,25124.0,0.0,20.0,0.0,>50K
9203,19.0,0.0,216413.0,3.0,9.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,55.0,0.0,<=50K
9204,29.0,0.0,30070.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9205,39.0,0.0,82699.0,4.0,15.0,1.0,5.0,3.0,4.0,0.0,13550.0,0.0,70.0,0.0,>50K
9206,32.0,0.0,236861.0,5.0,12.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9207,46.0,0.0,114328.0,1.0,10.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9208,42.0,0.0,198229.0,4.0,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,65.0,0.0,>50K
9209,24.0,0.0,138892.0,3.0,9.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
9210,41.0,4.0,271927.0,0.0,13.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9211,64.0,,220258.0,3.0,9.0,1.0,,3.0,0.0,0.0,0.0,0.0,24.0,0.0,<=50K
9212,28.0,0.0,212588.0,1.0,10.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9213,57.0,0.0,477867.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9214,29.0,0.0,394927.0,12.0,6.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
9215,35.0,0.0,155611.0,3.0,9.0,2.0,1.0,5.0,0.0,0.0,114.0,0.0,40.0,0.0,<=50K
9216,39.0,0.0,109351.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,>50K
9217,38.0,0.0,206520.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9218,40.0,0.0,156526.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9219,49.0,0.0,315437.0,3.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9220,32.0,0.0,181665.0,3.0,9.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,50.0,0.0,<=50K
9221,40.0,0.0,60594.0,1.0,10.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
9222,29.0,0.0,221233.0,5.0,12.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,37.0,0.0,<=50K
9223,36.0,2.0,176900.0,1.0,10.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,<=50K
9224,47.0,0.0,64563.0,1.0,10.0,0.0,8.0,2.0,0.0,1.0,7688.0,0.0,42.0,0.0,>50K
9225,23.0,0.0,99408.0,1.0,10.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
9226,41.0,1.0,219869.0,1.0,10.0,4.0,9.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9227,41.0,4.0,135056.0,10.0,14.0,2.0,5.0,1.0,0.0,0.0,8614.0,0.0,50.0,0.0,>50K
9228,18.0,0.0,79077.0,9.0,8.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,<=50K
9229,34.0,0.0,255830.0,5.0,12.0,1.0,1.0,5.0,4.0,0.0,7443.0,0.0,40.0,0.0,<=50K
9230,38.0,1.0,22245.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
9231,34.0,0.0,150154.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,>50K
9232,62.0,5.0,342049.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9233,66.0,1.0,99927.0,3.0,9.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0,0.0,<=50K
9234,18.0,0.0,191784.0,3.0,9.0,2.0,12.0,3.0,0.0,1.0,0.0,0.0,40.0,3.0,<=50K
9235,41.0,0.0,175883.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
9236,42.0,0.0,328239.0,1.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,30.0,0.0,<=50K
